,com_1,com_2,com_3,com_4,com_5,hole_1,hole_2
871,14,6,27,47,39,18,5
872,13,13,51,6,32,41,18
873,13,48,26,29,43,31,34
874,5,4,28,41,4,42,5
875,6,25,11,45,1,49,4
876,4,16,5,16,37,15,19
877,34,29,2,30,21,38,48
878,13,44,10,6,32,21,25
879,16,51,16,44,11,40,3
880,52,4,23,35,34,51,50
881,43,43,19,34,14,52,49
882,33,50,50,28,38,2,38
883,45,18,46,33,9,48,21
884,40,47,2,45,43,39,39
885,16,10,13,38,47,12,29
886,9,47,16,1,41,1,50
887,45,29,45,25,3,42,45
888,32,12,43,6,27,21,33
889,50,19,3,51,28,7,28
890,26,8,30,34,2,17,36
891,42,30,4,15,8,43,30
892,46,7,14,5,23,13,1
893,11,39,6,33,38,28,40
894,27,19,28,27,14,31,36
895,28,48,39,52,5,39,27
896,35,10,11,38,5,22,11
897,52,46,44,32,14,31,17
898,6,18,29,47,39,42,23
899,23,7,47,50,37,41,31
900,35,24,34,2,6,11,38
901,22,37,23,41,26,52,38
902,33,40,19,30,36,7,47
903,13,47,1,52,32,17,18
904,24,22,29,34,12,44,33
905,28,48,18,5,24,45,35
906,35,18,23,34,52,8,1
907,42,18,31,11,14,40,27
908,16,19,23,33,9,9,52
909,30,12,29,14,35,17,2
910,4,44,40,3,28,9,22
911,45,14,12,1,14,17,43
912,14,3,18,6,3,39,26
913,7,4,2,1,50,11,6
914,16,42,50,7,16,32,15
915,10,16,9,25,40,3,22
916,20,41,7,6,2,42,19
917,19,40,7,29,20,49,3
918,46,50,28,20,2,16,29
919,20,14,28,48,21,32,13
920,25,44,6,6,10,26,24
921,35,48,3,9,8,10,31
922,23,44,37,26,31,41,34
923,47,37,36,39,24,9,14
924,18,17,9,12,51,10,4
925,2,23,47,22,49,4,47
926,47,15,24,27,21,46,28
927,33,29,18,9,1,46,8
928,41,1,13,14,11,42,32
929,37,42,34,40,41,42,24
930,43,28,8,22,47,4,29
931,16,16,36,7,46,37,43
932,42,47,18,32,49,8,38
933,23,51,37,8,24,28,35
934,3,5,19,43,42,47,13
935,1,19,46,36,24,35,45
936,14,43,31,44,34,27,20
937,47,28,7,52,51,37,32
938,31,35,33,2,39,51,4
939,48,33,29,8,38,25,14
940,20,31,18,42,14,41,31
941,10,30,13,35,43,42,47
942,3,21,10,15,19,21,38
943,32,12,34,16,35,36,44
944,10,11,33,12,47,49,16
945,28,14,34,2,21,23,44
946,19,18,17,34,32,12,23
947,29,2,41,24,35,24,1
948,2,23,42,36,36,28,4
949,22,36,22,18,36,34,23
950,3,8,1,21,5,9,5
951,31,29,51,2,52,50,7
952,24,29,40,28,15,33,29
953,39,42,27,20,3,45,9
954,23,18,30,20,42,24,46
955,26,28,41,23,7,2,25
956,51,14,23,18,27,35,37
957,51,39,39,28,37,23,4
958,34,4,6,6,50,42,2
959,4,51,6,33,29,30,43
960,33,7,8,46,22,50,49
961,46,4,22,31,18,16,38
962,29,40,38,13,50,4,49
963,20,31,29,49,26,10,6
964,25,40,44,13,45,22,44
965,4,29,31,52,50,18,39
966,37,19,31,49,23,15,27
967,39,37,5,49,29,30,32
968,12,25,42,2,8,39,33
969,10,10,20,3,3,28,7
970,49,28,30,25,49,25,48
971,42,26,10,39,3,28,12
972,45,13,31,41,1,30,7
973,48,43,48,40,48,45,49
974,30,25,13,23,18,43,4
975,9,30,40,10,49,39,1
976,3,32,50,11,34,46,30
977,31,39,35,44,52,48,37
978,45,10,1,1,49,44,47
979,17,23,13,21,30,10,16
980,25,39,6,11,2,27,8
981,23,10,16,15,43,10,18
982,27,37,9,7,9,7,38
983,9,47,13,5,12,23,26
984,37,33,12,23,42,8,18
985,27,35,40,10,25,23,36
986,44,5,2,47,6,1,48
987,17,14,1,44,39,2,36
988,1,26,39,49,39,42,14
989,44,32,51,25,42,39,36
990,24,39,27,32,37,37,19
991,16,26,36,17,50,4,36
992,10,4,36,43,23,47,7
993,32,30,29,38,35,36,12
994,38,48,27,2,42,52,6
995,23,8,6,48,32,34,22
996,12,14,33,1,18,8,29
997,45,25,42,46,10,3,49
998,51,44,52,12,44,28,27
999,17,49,17,1,25,47,28
1000,37,5,11,13,22,37,26
1001,4,24,38,23,40,37,39
1002,50,39,21,25,24,42,45
1003,9,46,52,49,12,32,42
1004,48,30,39,51,32,47,17
1005,6,39,50,6,18,22,10
1006,8,37,48,13,26,16,17
1007,28,18,30,35,7,42,19
1008,46,39,25,41,4,48,19
1009,34,21,16,4,10,31,9
1010,19,3,47,45,46,46,38
1011,27,10,23,52,37,36,44
1012,17,33,10,18,51,26,17
1013,22,34,10,49,7,28,3
1014,7,35,26,23,30,39,24
1015,2,24,44,11,23,18,40
1016,9,30,37,7,22,11,50
1017,43,7,30,15,12,39,31
1018,5,36,38,26,6,22,46
1019,35,32,2,34,7,30,40
1020,30,5,18,36,18,13,2
1021,49,1,37,27,28,43,2
1022,22,42,32,20,32,3,39
1023,4,17,15,35,40,23,43
1024,14,3,25,18,44,13,5
1025,35,36,43,17,48,41,24
1026,3,17,51,30,5,29,44
1027,7,2,28,47,22,23,27
1028,27,13,37,52,23,43,32
1029,48,49,52,24,33,38,3
1030,9,25,21,21,37,11,24
1031,6,46,4,42,14,44,46
1032,42,51,2,5,28,29,35
1033,3,27,41,27,1,7,23
1034,31,3,6,3,18,18,41
1035,32,4,38,35,7,5,1
1036,5,39,29,19,42,25,36
1037,8,9,22,10,8,5,11
1038,39,2,10,20,43,46,15
1039,35,32,9,45,36,27,20
1040,7,17,36,11,41,24,2
1041,43,41,7,12,18,27,41
1042,20,28,46,29,52,50,43
1043,18,8,47,40,5,44,10
1044,8,10,41,32,48,29,8
1045,38,37,44,24,14,51,17
1046,28,27,36,2,13,4,17
1047,14,36,17,42,1,16,46
1048,39,13,7,32,16,6,1
1049,47,10,28,37,38,28,23
1050,29,31,34,41,33,31,39
1051,29,1,8,23,39,32,38
1052,11,22,43,15,6,29,9
1053,50,5,1,51,33,41,25
1054,32,31,1,33,50,31,3
1055,21,23,24,34,42,33,14
1056,38,3,3,19,5,15,46
1057,46,18,5,7,17,11,32
1058,52,1,38,21,6,17,9
1059,42,9,25,13,15,12,26
1060,6,47,29,45,22,49,25
1061,8,8,5,25,44,24,50
1062,32,40,35,27,37,24,46
1063,49,16,20,19,37,45,1
1064,22,6,13,31,1,31,22
1065,31,4,44,32,41,24,8
1066,28,42,14,21,6,50,50
1067,36,7,13,39,9,22,14
1068,19,46,52,41,37,8,17
1069,1,44,28,25,21,38,25
1070,47,46,19,6,48,23,11
1071,9,49,7,25,30,30,16
1072,32,44,39,16,31,20,20
1073,52,18,9,17,14,8,15
1074,1,23,31,17,32,27,10
1075,1,34,27,51,26,38,48
1076,18,39,52,50,23,28,37
1077,14,5,43,43,22,50,8
1078,49,26,44,28,32,33,32
1079,8,44,50,51,50,19,25
1080,3,40,24,35,52,48,42
1081,50,52,49,12,21,11,3
1082,51,10,11,48,29,46,1
1083,48,44,39,43,28,17,3
1084,20,6,27,6,7,52,27
1085,33,37,22,16,36,41,40
1086,14,33,9,11,24,16,41
1087,38,50,8,33,3,10,37
1088,32,13,48,20,50,17,49
1089,46,43,23,51,22,51,30
1090,39,49,36,49,50,48,11
1091,38,10,27,46,30,40,14
1092,9,14,32,18,12,41,38
1093,7,32,21,51,5,48,2
1094,31,18,16,2,2,9,50
1095,49,47,30,50,48,27,36
1096,22,25,7,2,16,43,48
1097,20,11,24,25,38,52,42
1098,41,19,25,30,24,32,7
1099,27,26,40,13,10,33,3
1100,12,35,50,39,36,16,39
1101,47,51,21,29,51,41,27
1102,20,2,3,25,32,17,4
1103,42,48,27,50,19,44,14
1104,47,48,35,42,25,1,29
1105,31,2,22,13,49,14,36
1106,17,29,10,30,1,39,49
1107,6,40,9,1,36,11,33
1108,34,41,33,30,30,32,36
1109,11,1,24,34,3,6,7
1110,24,24,4,20,14,28,15
1111,52,2,11,28,4,43,14
1112,31,23,50,45,31,52,23
1113,1,50,9,23,26,43,13
1114,26,1,38,11,11,18,6
1115,49,36,10,8,44,6,2
1116,42,9,44,51,11,20,31
1117,49,12,45,46,14,50,42
1118,44,24,6,45,34,10,39
1119,33,7,39,2,3,51,21
1120,20,25,28,50,31,31,47
1121,13,49,15,3,36,21,29
1122,51,33,6,11,45,8,4
1123,37,11,7,48,40,40,15
1124,10,47,29,16,2,9,26
1125,16,26,34,13,8,32,42
1126,43,48,17,17,16,20,31
1127,51,50,16,14,46,30,17
1128,3,27,23,43,12,32,19
1129,49,35,42,44,25,4,36
1130,35,39,46,32,18,11,20
1131,37,42,10,6,19,41,24
1132,27,43,14,14,40,40,4
1133,42,46,19,40,18,30,32
1134,37,13,31,29,23,48,39
1135,41,16,22,52,25,7,26
1136,20,26,40,51,3,28,11
1137,41,23,38,32,13,23,23
1138,32,3,50,20,26,21,6
1139,18,42,19,25,28,32,26
1140,48,36,6,26,40,32,29
1141,32,51,5,18,38,13,50
1142,9,34,42,14,18,7,24
1143,46,33,39,22,41,9,27
1144,39,29,33,5,49,18,38
1145,35,45,17,2,29,16,51
1146,49,22,12,28,2,36,27
1147,28,44,8,4,34,11,1
1148,43,41,17,12,48,6,5
1149,24,29,42,26,31,37,20
1150,18,27,35,19,29,7,41
1151,39,4,18,42,24,2,50
1152,2,28,44,17,29,3,39
1153,40,9,1,18,33,49,35
1154,50,9,16,47,25,6,48
1155,23,40,33,6,16,15,15
1156,35,50,49,52,10,23,8
1157,27,32,13,30,38,10,52
1158,38,50,24,16,4,11,34
1159,25,34,41,6,36,23,45
1160,18,28,22,30,13,21,10
1161,50,27,22,21,51,41,34
1162,15,43,23,19,4,47,13
1163,28,39,8,50,31,26,14
1164,19,4,10,48,21,47,5
1165,45,19,4,12,35,19,13
1166,2,2,9,52,51,51,9
1167,18,27,46,11,32,1,20
1168,41,20,23,19,15,7,38
1169,11,21,36,18,3,4,28
1170,1,20,20,28,21,35,5
1171,1,2,49,20,21,42,41
1172,6,30,50,27,8,44,40
1173,29,42,50,23,30,47,49
1174,16,41,10,36,5,30,30
1175,47,35,25,36,32,10,43
1176,5,34,52,5,12,11,40
1177,38,16,5,50,41,29,46
1178,23,21,9,7,9,27,10
1179,23,20,49,26,29,19,6
1180,27,20,21,1,5,34,32
1181,14,37,25,6,20,10,2
1182,31,12,14,46,49,7,46
1183,26,12,31,19,43,22,5
1184,11,42,37,22,2,43,40
1185,13,22,12,45,25,11,41
1186,3,2,37,15,40,10,18
1187,32,6,2,49,41,26,6
1188,48,48,34,12,51,52,4
1189,24,19,46,50,25,28,21
1190,42,40,50,16,23,29,26
1191,27,9,32,14,5,37,28
1192,25,37,21,23,23,21,32
1193,18,16,47,5,19,50,3
1194,7,5,13,16,51,14,43
1195,5,4,43,38,46,22,31
1196,36,37,12,33,45,42,31
1197,21,33,26,1,8,48,5
1198,43,19,16,45,9,9,16
1199,6,21,33,50,45,31,25
1200,46,18,11,51,32,43,23
1201,25,31,12,18,1,13,29
1202,31,27,25,14,18,19,4
1203,6,33,37,22,13,42,43
1204,43,39,13,7,10,22,8
1205,28,5,23,39,23,35,52
1206,24,25,40,25,43,18,45
1207,47,47,47,20,19,29,37
1208,46,24,4,6,45,10,49
1209,19,39,5,39,22,3,30
1210,7,18,38,39,48,17,6
1211,31,12,3,28,30,14,42
1212,29,46,47,39,48,5,28
1213,41,52,36,2,46,8,41
1214,24,15,11,43,48,7,6
1215,38,4,50,24,42,48,49
1216,7,1,28,17,21,24,51
1217,1,50,27,37,12,22,8
1218,31,12,36,37,43,10,39
1219,11,29,42,11,27,6,31
1220,21,24,33,34,29,34,38
1221,1,27,16,48,35,34,20
1222,17,40,1,51,41,24,41
1223,17,17,9,2,29,45,49
1224,22,50,27,26,51,29,15
1225,30,17,46,28,49,41,45
1226,51,1,16,36,48,50,38
1227,44,40,20,8,6,5,47
1228,12,19,4,15,44,38,7
1229,37,47,40,47,14,2,34
1230,1,24,41,28,51,27,25
1231,26,15,49,11,17,25,2
1232,7,26,39,28,3,13,5
1233,4,40,25,35,52,39,21
1234,51,38,4,34,22,38,40
1235,52,52,19,18,49,13,30
1236,2,20,26,1,3,36,40
1237,35,37,42,25,6,19,1
1238,3,15,37,28,14,28,33
1239,23,34,35,38,17,16,44
1240,4,19,34,8,36,4,4
1241,2,27,51,39,2,30,33
1242,25,41,47,24,24,17,42
1243,48,50,17,24,39,51,22
1244,40,5,47,26,50,5,6
1245,42,46,43,19,48,19,30
1246,7,37,26,13,5,52,32
1247,31,33,36,23,24,10,41
1248,45,13,4,16,33,9,37
1249,9,45,3,48,3,28,48
1250,39,16,21,36,38,7,33
1251,12,9,50,1,3,27,41
1252,39,46,51,50,41,4,25
1253,45,1,50,34,22,33,52
1254,50,38,14,41,7,33,33
1255,35,52,33,7,37,34,15
1256,16,30,25,40,17,1,23
1257,38,11,12,36,11,8,44
1258,8,7,20,24,43,34,36
1259,33,18,38,22,45,33,19
1260,23,21,20,48,29,24,13
1261,12,51,6,35,5,40,20
1262,37,39,38,27,37,29,20
1263,18,47,32,16,50,24,32
1264,20,17,37,32,18,39,24
1265,8,6,10,10,46,42,5
1266,43,16,14,48,18,32,22
1267,13,2,16,39,23,1,46
1268,3,45,12,20,13,33,47
1269,32,10,34,51,39,14,5
1270,51,28,6,29,52,19,7
1271,34,7,5,18,17,47,48
1272,15,15,38,3,48,42,21
1273,19,3,7,18,8,14,12
1274,51,37,52,30,46,6,38
1275,43,20,2,17,10,31,15
1276,18,47,37,19,19,14,27
1277,44,8,35,17,30,14,34
1278,12,27,4,19,19,24,29
1279,43,41,12,9,10,45,13
1280,25,25,8,37,14,1,17
1281,2,23,8,31,52,23,46
1282,48,18,1,17,29,11,13
1283,40,24,35,45,32,8,41
1284,47,33,12,35,42,1,51
1285,41,3,30,18,20,11,16
1286,38,7,5,44,41,37,46
1287,47,21,14,11,5,23,46
1288,28,41,20,51,51,2,22
1289,25,25,19,8,27,47,15
1290,6,23,28,14,33,39,52
1291,45,32,31,46,38,40,30
1292,1,29,36,3,17,3,22
1293,29,49,7,36,22,36,24
1294,40,49,45,26,15,29,39
1295,14,40,5,14,12,23,29
1296,50,8,25,25,21,49,11
1297,17,17,11,8,47,10,25
1298,8,40,31,31,32,36,5
1299,2,36,8,3,33,17,51
1300,21,16,7,41,18,42,2
1301,10,26,13,3,12,51,52
1302,34,11,39,3,42,16,10
1303,42,25,6,17,20,36,36
1304,22,50,25,31,29,38,43
1305,12,38,40,40,51,2,1
1306,51,36,44,20,48,17,31
1307,50,11,19,37,27,21,30
1308,40,25,17,45,50,48,38
1309,10,43,47,1,19,47,50
1310,33,30,37,12,38,4,48
1311,31,14,41,8,18,27,3
1312,37,39,18,28,8,41,3
1313,3,2,22,39,20,38,23
1314,33,7,44,3,40,47,42
1315,12,48,6,35,3,42,49
1316,51,10,14,16,3,21,38
1317,1,15,43,32,17,37,31
1318,3,29,12,49,16,20,21
1319,39,52,26,52,11,47,31
1320,39,51,29,18,42,17,37
1321,33,2,34,36,15,49,25
1322,18,26,7,21,1,17,22
1323,16,16,5,14,32,36,16
1324,32,41,25,48,12,39,42
1325,30,41,20,14,51,29,14
1326,38,48,8,17,26,35,17
1327,32,32,14,33,5,37,6
1328,8,36,14,32,21,43,16
1329,27,48,8,9,49,44,42
1330,39,13,44,32,22,24,19
1331,38,12,10,46,1,48,18
1332,23,23,38,36,18,44,14
1333,4,19,51,13,45,6,32
1334,26,8,18,35,52,36,3
1335,50,30,3,12,19,43,35
1336,39,49,38,24,48,33,32
1337,16,49,18,18,1,32,29
1338,24,13,21,38,2,35,27
1339,29,44,24,36,23,38,3
1340,50,19,34,35,11,32,21
1341,35,7,48,41,17,1,42
1342,38,32,18,40,31,11,51
1343,34,20,35,2,32,23,41
1344,28,13,38,42,7,47,27
1345,26,46,20,23,14,24,30
1346,34,15,1,52,24,25,35
1347,39,3,52,12,43,42,11
1348,10,4,10,11,44,34,38
1349,27,51,46,32,4,28,33
1350,6,38,29,39,41,8,34
1351,25,25,47,2,7,30,26
1352,12,29,7,25,5,26,16
1353,35,2,45,38,39,29,28
1354,42,48,40,21,13,15,36
1355,1,35,8,35,14,19,46
1356,37,36,52,31,8,47,30
1357,16,34,50,4,39,30,41
1358,26,27,46,21,52,42,6
1359,47,41,21,36,27,19,41
1360,5,6,5,39,20,11,15
1361,19,10,33,10,22,1,39
1362,24,39,8,43,38,26,33
1363,18,19,42,51,29,45,48
1364,11,4,45,39,24,7,10
1365,29,21,13,41,31,32,23
1366,33,9,21,51,6,50,4
1367,22,24,31,43,38,52,41
1368,7,51,36,40,52,29,52
1369,17,39,1,1,47,3,51
1370,33,18,26,36,35,41,25
1371,41,8,34,36,26,27,14
1372,16,20,41,21,51,46,14
1373,36,20,4,15,5,16,9
1374,6,8,6,38,32,44,26
1375,47,41,45,47,13,39,43
1376,45,22,44,39,29,3,49
1377,52,50,42,47,32,7,49
1378,30,13,47,29,47,48,41
1379,24,21,15,25,34,29,42
1380,10,25,44,37,31,12,39
1381,19,18,44,31,21,41,11
1382,21,8,11,26,3,1,39
1383,44,8,31,40,5,29,34
1384,21,31,3,14,14,12,51
1385,50,7,3,35,26,50,7
1386,41,8,27,14,9,15,11
1387,36,25,14,12,24,51,18
1388,39,35,45,31,52,14,25
1389,11,38,47,31,47,23,11
1390,1,43,45,20,45,14,43
1391,13,40,15,52,30,27,14
1392,28,11,12,48,23,46,37
1393,25,47,21,8,38,25,14
1394,32,51,42,41,4,31,6
1395,50,46,50,7,31,26,23
1396,50,51,31,12,43,27,32
1397,24,50,42,34,31,47,27
1398,34,30,29,25,35,46,6
1399,43,28,36,12,50,41,29
1400,12,8,49,16,45,3,44
1401,3,25,37,29,24,4,1
1402,7,27,50,31,51,15,51
1403,26,40,12,18,20,51,10
1404,41,34,31,47,14,1,41
1405,36,5,50,21,28,5,38
1406,51,46,51,34,30,37,19
1407,2,15,30,33,14,4,29
1408,36,19,18,10,48,47,46
1409,52,9,32,51,6,19,51
1410,10,3,38,24,40,26,1
1411,14,4,14,46,15,40,36
1412,1,21,43,2,49,17,24
1413,5,6,49,2,45,26,45
1414,50,17,14,34,49,38,17
1415,31,14,31,32,6,45,7
1416,9,12,42,38,48,18,3
1417,36,43,22,46,50,27,26
1418,17,48,35,21,3,19,41
1419,49,6,32,45,15,20,22
1420,52,13,41,17,10,30,29
1421,14,4,29,11,23,50,23
1422,33,25,28,37,3,19,43
1423,7,13,47,25,26,30,37
1424,9,44,41,24,9,15,25
1425,40,35,7,16,52,22,45
1426,46,24,12,13,39,39,42
1427,48,39,31,29,14,9,5
1428,33,3,52,32,50,22,51
1429,26,34,15,35,16,33,3
1430,17,47,2,12,9,44,11
1431,52,37,13,36,39,42,18
1432,49,30,12,3,47,49,29
1433,25,3,8,4,22,45,13
1434,34,4,26,1,48,46,21
1435,16,19,35,46,42,50,25
1436,4,16,44,20,5,7,50
1437,51,37,20,11,48,4,16
1438,11,48,26,9,47,38,22
1439,44,5,18,25,15,14,24
1440,8,46,50,52,17,28,7
1441,25,43,33,25,13,24,3
1442,35,23,51,34,4,35,27
1443,39,42,29,17,50,13,27
1444,13,35,30,25,39,41,6
1445,10,14,47,45,35,49,30
1446,33,41,15,42,5,23,43
1447,4,15,20,7,33,38,26
1448,33,6,28,31,18,44,20
1449,30,25,10,9,14,39,31
1450,43,22,14,11,3,37,8
1451,40,13,5,6,20,24,7
1452,30,4,36,33,2,32,42
1453,42,19,40,19,30,52,15
1454,11,11,12,8,13,23,14
1455,41,21,37,3,43,48,17
1456,44,32,10,35,27,9,39
1457,44,20,38,16,4,22,35
1458,9,28,26,22,18,45,43
1459,36,15,50,44,46,24,52
1460,23,20,38,27,38,5,47
1461,24,18,6,1,23,5,12
1462,9,52,25,7,41,39,52
1463,40,37,13,16,30,27,19
1464,48,13,33,9,46,19,38
1465,6,24,49,24,47,15,20
1466,51,20,40,8,34,17,40
1467,2,1,39,16,50,44,33
1468,3,37,17,9,35,22,4
1469,38,25,48,7,36,38,50
1470,28,19,20,47,26,35,35
1471,24,39,33,19,42,1,52
1472,50,17,31,10,2,47,38
1473,18,45,50,47,33,26,25
1474,25,24,3,23,39,17,51
1475,17,20,5,33,25,31,47
1476,11,52,26,9,23,9,21
1477,20,50,39,49,41,6,33
1478,17,45,36,36,48,51,52
1479,11,24,19,49,40,2,43
1480,4,19,26,5,6,16,35
1481,4,20,51,40,35,44,45
1482,21,42,16,2,36,21,22
1483,28,4,11,1,15,51,23
1484,8,42,17,28,22,30,8
1485,16,1,32,27,46,52,52
1486,35,10,21,2,24,40,44
1487,11,11,7,38,48,26,8
1488,25,32,26,41,31,44,37
1489,1,50,35,38,16,48,46
1490,4,38,12,49,11,9,46
1491,11,48,9,45,41,14,47
1492,52,35,51,47,47,47,32
1493,10,1,14,20,36,49,38
1494,43,47,23,52,28,14,28
1495,31,1,28,11,2,34,42
1496,4,49,22,52,38,41,12
1497,15,11,44,39,12,33,8
1498,26,18,36,9,50,14,19
1499,24,44,2,35,22,48,35
1500,30,43,23,47,23,52,52
1501,16,17,51,19,37,37,21
1502,24,40,23,49,50,4,11
1503,30,32,8,28,9,20,49
1504,39,35,5,18,26,8,35
1505,13,26,38,22,5,31,50
1506,34,34,32,16,23,49,36
1507,46,19,17,19,45,38,40
1508,22,14,41,51,28,21,20
1509,48,52,24,47,30,31,32
1510,24,40,27,33,3,31,41
1511,13,20,17,11,47,38,43
1512,7,24,19,8,42,22,7
1513,15,26,11,42,18,11,5
1514,38,49,7,32,22,6,43
1515,52,45,50,33,7,10,50
1516,38,37,16,26,22,17,51
1517,36,19,7,8,6,42,34
1518,49,25,4,45,44,1,30
1519,41,22,16,44,9,21,8
1520,40,2,39,38,41,21,40
1521,11,18,14,35,11,32,29
1522,44,35,51,20,1,34,9
1523,9,12,9,30,15,41,31
1524,36,36,26,35,27,14,46
1525,48,1,13,7,37,30,19
1526,32,16,43,38,29,8,14
1527,19,18,8,31,21,47,37
1528,6,32,49,47,28,10,16
1529,16,1,33,43,34,45,40
1530,14,18,11,27,6,50,40
1531,52,40,47,35,23,25,17
1532,9,45,3,4,1,14,39
1533,43,32,45,45,35,29,51
1534,16,51,7,3,27,18,42
1535,46,49,21,10,26,42,3
1536,49,48,1,52,28,47,20
1537,17,10,10,15,38,8,22
1538,7,13,29,38,18,19,26
1539,17,45,5,26,20,43,4
1540,18,28,16,32,15,4,50
1541,7,50,2,50,25,38,8
1542,22,32,35,22,46,3,2
1543,13,23,34,36,30,23,13
1544,26,43,1,42,29,44,27
1545,22,27,45,31,16,39,31
1546,28,18,23,17,52,48,25
1547,38,8,37,2,51,49,34
1548,18,7,1,23,31,34,18
1549,2,40,17,51,34,30,39
1550,26,21,41,46,16,8,6
1551,38,36,29,40,5,29,45
1552,4,49,5,43,34,38,21
1553,1,6,51,6,11,3,27
1554,25,42,6,40,45,48,48
1555,17,39,19,19,16,22,49
1556,45,6,39,20,27,24,16
1557,37,2,17,22,11,8,11
1558,34,43,41,5,13,21,32
1559,8,33,26,15,9,28,5
1560,1,39,51,23,29,18,40
1561,34,52,14,41,38,22,1
1562,6,16,19,36,21,7,15
1563,13,18,24,7,14,16,18
1564,9,2,52,9,30,21,28
1565,15,4,42,17,34,19,26
1566,25,51,41,9,39,17,12
1567,42,49,17,51,38,46,3
1568,9,34,2,13,24,33,41
1569,18,19,2,5,16,20,39
1570,5,4,31,36,3,35,32
1571,11,2,24,45,8,10,15
1572,28,50,44,23,52,23,13
1573,32,49,47,48,37,22,9
1574,41,52,47,51,9,3,44
1575,52,43,34,39,48,15,14
1576,33,2,37,11,18,43,19
1577,39,25,9,28,35,29,23
1578,41,5,46,42,39,10,37
1579,33,11,5,23,29,38,1
1580,20,49,29,48,49,26,36
1581,11,17,23,45,28,52,16
1582,24,13,7,14,48,34,33
1583,44,2,49,50,7,32,23
1584,30,40,47,29,1,37,50
1585,31,25,14,36,44,2,17
1586,3,47,15,18,18,17,37
1587,14,11,5,29,2,23,31
1588,33,5,46,38,30,50,40
1589,25,28,20,43,43,13,15
1590,37,47,21,18,11,20,11
1591,37,34,36,12,44,17,13
1592,47,30,3,48,40,5,3
1593,33,2,40,9,29,1,21
1594,38,22,16,43,8,7,39
1595,39,45,43,9,3,4,33
1596,2,26,20,8,3,47,39
1597,30,9,5,21,33,33,24
1598,4,15,21,51,12,49,50
1599,3,20,29,40,27,51,4
1600,18,44,45,16,19,7,16
1601,19,33,50,20,51,6,22
1602,38,8,32,35,39,44,49
1603,30,38,40,33,31,9,31
1604,38,28,20,1,8,48,28
1605,20,12,47,26,38,18,40
1606,43,22,26,22,7,19,21
1607,16,12,30,30,22,28,6
1608,7,48,35,27,44,24,25
1609,16,32,11,33,16,17,29
1610,10,45,51,37,20,22,16
1611,14,7,11,11,4,50,46
1612,7,3,8,43,35,40,46
1613,47,3,4,40,20,1,36
1614,11,27,38,24,15,49,42
1615,22,37,49,22,11,18,48
1616,34,49,20,32,44,12,41
1617,49,31,37,29,1,14,13
1618,23,16,33,22,16,22,22
1619,40,19,24,6,52,39,40
1620,26,14,19,29,19,37,8
1621,27,25,22,7,20,37,13
1622,26,24,8,15,43,33,6
1623,25,16,34,14,14,18,22
1624,25,5,40,21,52,20,23
1625,46,40,13,51,19,2,49
1626,51,20,23,14,16,27,6
1627,14,21,7,12,23,31,13
1628,21,9,35,42,40,8,25
1629,39,29,24,24,12,38,20
1630,45,43,46,10,28,9,16
1631,49,41,11,45,17,15,1
1632,49,40,45,20,40,21,10
1633,37,47,5,8,5,17,40
1634,50,15,23,48,46,37,9
1635,13,43,38,37,9,31,24
1636,6,19,31,48,45,19,7
1637,46,21,17,6,47,16,41
1638,5,41,25,15,8,37,43
1639,38,14,12,26,34,12,20
1640,40,47,26,11,43,18,50
1641,8,28,16,13,38,6,5
1642,7,42,52,36,45,30,45
1643,36,39,24,52,38,46,41
1644,45,15,11,34,10,8,44
1645,28,8,50,45,15,51,18
1646,51,5,36,27,49,28,23
1647,23,49,16,37,40,5,20
1648,24,17,21,52,24,18,26
1649,31,25,25,2,4,46,48
1650,28,21,22,43,46,21,52
1651,27,17,30,22,12,16,4
1652,22,35,23,23,9,38,4
1653,22,19,4,31,2,16,40
1654,49,37,6,34,12,26,17
1655,6,12,4,1,31,5,24
1656,15,14,36,20,13,11,2
1657,20,6,42,38,29,5,13
1658,15,15,10,28,1,16,14
1659,49,39,43,46,46,1,20
1660,52,16,36,45,13,4,6
1661,12,52,19,31,32,27,33
1662,32,12,37,51,48,49,2
1663,45,9,42,7,23,35,40
1664,16,12,25,17,7,36,14
1665,20,52,24,42,1,13,17
1666,26,48,50,20,21,40,39
1667,39,27,15,14,18,3,35
1668,52,43,9,40,44,3,6
1669,31,29,40,42,25,26,5
1670,48,23,29,22,14,50,6
1671,36,48,33,12,39,34,50
1672,47,22,32,39,37,49,16
1673,12,29,35,35,32,46,47
1674,25,45,38,32,51,22,15
1675,25,8,36,23,32,3,24
1676,23,29,12,14,10,27,10
1677,35,27,9,34,4,14,48
1678,23,8,52,39,39,24,28
1679,10,19,49,23,46,5,35
1680,34,6,37,15,39,28,1
1681,9,10,4,12,16,23,24
1682,20,26,40,51,25,3,41
1683,49,41,31,16,10,21,12
1684,42,12,42,47,52,35,18
1685,25,17,49,9,36,21,47
1686,7,3,24,7,15,48,21
1687,11,33,36,43,24,33,35
1688,27,44,17,52,14,39,25
1689,36,52,14,38,6,32,18
1690,27,24,46,42,10,5,39
1691,28,50,17,27,39,45,14
1692,14,45,13,45,3,24,25
1693,30,42,11,45,40,31,18
1694,24,35,25,21,11,2,8
1695,25,33,8,16,27,40,10
1696,50,25,36,9,33,40,15
1697,37,11,39,31,20,22,23
1698,4,8,27,19,15,33,12
1699,3,19,26,30,43,28,47
